Review,Generated
Were going back this weekend Im not sure if we will make it for dinner or brunch this time but we are absolutely going back We finally tried out Brooklyn Star and everything you read is true The food is insanely good and you will be full all day if you have brunch They have communal seating so you may end up sitting with strangers but your mouth will be full of food so you dont have to talk to them unless you want to lol I had the Apple Johnny Cakes aka pancakes with scrambled eggs super thick bacon almost like short ribs and a hash brown that I was too full to eat We also had buttermilk biscuits to start with butter and honey and cocktails Hubby had the ham steak with fried eggs and mashed potatoes I tasted his meal and it was delicious too  We got out leftovers to go but Im not really sure how to heat up pancakes I did eat the leftover biscuit 15 seconds in the microwave and I ended up tossing the hash brown since it had too much of an onion smell for me Although Im sure it was really tasty Brunch with 3 cocktails was 61  tip  I wish I knew the name of our server tall dark hair tats He was super attentive without being annoying and we rewarded him with a 20 tip For brunch you cannot make any changes or substitutions so be aware This includes the bar No Mai Tais and no Long Island Ice Tea Hubby is not a fan of fried eggs so he just threw them out He was already full from the super thick ham steak and mash potatoes plus the buttermilk biscuit  I plan to try the mac  cheese with bacon the shrimp  grits and the chicken  waffles over the next few visits We have found our new brunch spot Edited 42113 So we have been back a couple of times and I tried the mac  cheese with bacon late night around 11 pm they spicy chicken wings late night around 11 pm and the chicken  waffles brunch in addition to a Pimms Cup and Dr Pepper cocktail late night The food is really good The service has been good too each and every time I cant recommend the Dr Pepper cocktail Dr Pepper syrup gin and grapefruit juice and I cant recommend the Pimms cup sort of like a Long Island but not however the food alone is worth the trip The John Daly vodka mixed with iced tea and lemonade is very good A pitcher is 32 which is about 4 servings I still need to try the shrimp  grits Get there early for brunch and by early I mean by 1145 am for the 12 pm opening If not its better to just wait until around 3 pm There was a line by 1155 am of maybe 30 people I dont recall ever seeing a line down the block waiting on brunch and a few other people in line made the same comment Plan to spend about 60 for brunch for two with two cocktails more if you go for dinner Edited 42813 I finally tried the shrimp  grits Excellent The biscuits were a bit over cooked visibly burned on the outside but still good Now I only need to try the cinnamon bun and I will have worked my way through the menu items I wanted to try,1
Im just ok with it I like the atmosphere and love the North Broad location The prices are surprisingly reasonable and the beer selection is ample As for the food it was ok The house made pickle was a stand out as for the other options I sampled I was underwhelmed The pretzel bites were good but they are pretzel bites all the same The polenta balls were bland the house chips were heavy and the veggie burgerpancake was overshadowed by the abundance of garnish  Im just realizing now everything I had was vegetarian and Im not a vegetarian Perhaps Ill revisit and focus my attention on the meat Expect a followup,1
Great soup dirt cheap I had the oxtail hand drawn noodles my brother had the duck Its like half a duck in a bowl of soup for 6 bucks Also try their smoothies,1
Wow I was so impressed by this place Everything from the cocktails to the service to the dishes was impeccable Pricy but very tasty A little too much of the food was fried in my humble opinion though I loved the fish tacos fried hearts of palm fried calamari fried french fries  and the dark and stormy cocktail in particular Also the suckling pig was really delicious,1
I visited Fogo de Chao for my birthday with a large group of 8 I have been to Sal  Carvao in Schaumburg IL several times and was excited to have churrascaria in the Philly area Unfortunately I found the variety and quality of the food to be lacking Now that is something you werent expecting to hear were you While a churrascaria would seem such a place to be a vegetarians nightmare I found SC to have a huge salad bar with quite a variety at Fogo not much more than an expansive salad bar at a good restaurant just a fancier presentation As for the meat their were a few thing difficult to obtain but more strikingly was the poor quality of the meat Much of the sirloin and filet was full of gristle If this were Applebees fine maybe but not here not at these prices Lastly we had a 1 12 year old who barely ate anything mostly playing with a few selections from the salad bar that they tried to bill us for Are they nuts How do you confuse a 1 12 year old in a high chair to a 5 year old,1
Best burgers in Brooklyn since Dubuque I had the Pub Burger It was cooked perfectly and so delicious The bartender suggested dipping the fries in the house sauce which was amazing but I think they were spectacular even on their own,1
I have a hard time deciding how to rate this place This review is more about service than food because I never really got my food  I met two friends for dinner after they finished eating I joined late and was planning on eating after them since I had a gig in city and knew the kitchen was open late I arrived at 9pm and there were not many tables in front or back My friends had just finished and check was still open Ordered mac and cheese and kale salad After 30 minutes theres maybe 6 other diners I still havent gotten my food Someone who came in after me just got there food and I still havent seen our waitress I ask the bartender who comes to clear our drink glasses to check on my food He comes back and says its on its way Ive worked service before and I know that means someone screwed it up and it just got fired We were leaving soon so I said cancel the mac and just bring the greens After a few more minutes the waitress comes back to apologize that it is 100 her fault  Okay Thats cool she apologized and I said its fine Ive worked service before and stuff happens She brought out salad BUT if its your fault and you own up to it offer something in return Pick up a few drinks take the salad off bring the mac on the house or something so I will want to come back But no She got off shift sat at the bar next to us had her dinner and left without ever bringing our check or offering to close out Later bartender closed us and bought a few rounds thanks you sir Ive heard the food is pretty good but I can think of sooo many other places that have a 30 steak and have better service,1
Normally I dont like Chinese food I always find it tastes the same is just fried globs of mystery meat and has enough MSG to kill a man twice my size Thank god my boyfriend introduced me to the Emp This is the best Chinese food in Philly hands down The wonton soup tastes clean and fresh and is perfect for this cold season Ive sampled a wide variety of the chicken dishesthe Chicken with Broccoli is on point and the lemon sauce that is served with the Lemon Chicken is light and not too sweet I like that they give you the option for brown rice This is also a great option if you have vegetarianvegan friends that you are dining with They have an entire vegetarianvegan menu which pretty much mirrors the regular menu It is glutenheavy FYI When I want Chinese this is the only place I go to Theyre dependable deliver on a bike and the portions are big enough to get three meals out of All around win,1
5 for an iced tea with no refills So 10 for 2 ice teas Whats that like a 50000 markup My loan shark couldnt even get away with that It also makes me wonder what kind of margins they feel they need to operate attheir wines by the glass are some of the smallest glasses and smallest pours Ive ever seen and where else theyre cutting corners and nickel and dimeing Im sorry but as Ive said before Ive worked in many kitchens so I cant help it if the first thing I do is food cost analysis 1 That alone is enough to get me to not come here again Why dont they realize if theyre nice Im more likely to come back 2 The snotty attitude when my brunch date sent back her entree because she really really didnt like it also enough to get me not to come back here again But I guess her sending it back cuts into their fciking precious margin If Im being nice Id say this is not a winning formula BTW the food is mediocre at best and the portions are tiny If I stoop to their level Id say theyre snots and turds and I dont know why anyone would patronize this place,1
Im a Huge fan of Will  Grace I think it is without a doubt one of the best shows on TV That said this season was about 5050 and for a show thats previous seasons were 9010 that doesnt say much This season for some reason the shows creators decided it was time for Grace to get married They chose Harry Connick Jr as her love interest Leo This decision threw the show completely off the course and in my eyes changed what the show was about Two friendsIt became more about Grace getting married being a newlywed and trying to deal with a husband that wasnt around quite so much Karen and Jack remain hilarious as always Jack continues his career of being a struggleing actor and Karen divorces Stan after discovering he was having an affair with Minnie Driver who was suprisingly HILARIOUSThe one thing that I will say about this season is that it has some of the funniest episodes of the series Mainly the season finale which features Karen Will Grace and Jack putting Stan to rest at sea Without giving away too too much two of the characters go overboard someone might be cheating and two characters end up in bed together By far one of the funniest episodes EVERGood show and just a ok seasonStill worth the buy,1
Nice place to eat off Broadway Atmosphere is very nice over all I had the BBQ chick and ribs with fries My god was there a lot of food Chicken was good and I loves the ribs For dessert I had of course the cheese cake Man was it good Overall it was a good place to eat and will return,1
Heavy duty  Hold my iPad in the case and its a nice piece of equipment ,0
This place is a welcome addition to the neighborhoodtheres pretty much nothing aside from Starbucks or Cosi nearby But I was a bit miffed to find out that the 2 cup of tea I bought came in what had to be a sixounce cup They have no larger sizes aside from a pot that costs 4something This is bizarre aberrant and unfortunate Otherwise nice spot,1
This is my favorite wine bar in NYC The service is always top notch they have a great selection of wine and beer and the food is excellent,1
Love it,1
I dont know why this place is getting such great reviews I guess good food isnt one of the criteria its getting rated by If youre basing the review on the view youre looking at gas storage tanks beautiful I guess beauty is in the eye of the beholder The staff was extremely friendly very attentive to our needs The drinks are made with just the right amount of alcohol thats about the only thing thats on point with quality and price Aside from that Id say the place is over price Im not paying for the view Im paying for food and I dont think its worth the price Yes they have some very nice appetizers the crab fitters are great so are the spring rolls but theyre both overpriced considering the portions served The dishes are big portions but they fall short on taste The three plates we ordered were all bland nothing stood out if youre going for drinks and a light meal order from the appetizer menu otherwise Id say skip for dinner,1
Stopped here before going to see The Book of Mormon on Broadway We did the brunch special 1395 each plate that comes with coffee or tea and an alcoholic beverage yay I got eggs benedict with bacon home fries and a bloody mary My boyfriend got scrambled eggs bacon an english muffin french toast home fries and a screwdriver Everything was good but the french toast was more like a plain fried piece of bread without any cinnamon or sugar on it It tasted fine with the syrup though Service was good and helpful I dont think this places specialty is breakfastbrunch but probably more of a lunchdinner place We came in just because we were hungry and saw the specials on the sign outside All in all very good If Im ever in the area again Id come back,1
Everything on the menu is reasonably priced for the large portions and the quality of the food It is not Moroccan the spices and the way the food is cooked are not reminiscent of it but it is still scrumptious I love that it is BYOB and wish it were not CASH ONLY The waitstaff to consumers is what keeps me from giving Figs five stars I think Figs doesnt realize how successful they are and therefore refrain from hiring additional staff and take on more than they can handle,1
I have lived a block away for several years and just tried Figs for dinner tonight I have to say Im disappointed in myself for not stumbling across this long ago Everything we ordered was delicious The baked brie app was a wonderful start Sweet and gooey but not too heavy The complimentary bean spread was a better version of hummus in my opinion Next we ordered the seafood risotto and grilled chicken in lemon rosemary sauce Both were exceptional and carefully prepared For dessert we had the fig ice cream and brownie which sealed this as a new favorite spot Cant wait to go back and try out the rest,1
Steves Prince of Steaks is actually the best and now that there is a center city location i am ecstatic they both lack in meat but the taste makes up for it,1
The raw bar is awesome especially the vast array of East and West coast oysters I love their mixed drinks too Cant wait to go back in the warm weather and sit outside,1
I worked near the area and really liked ordering their soup of the day since it came with the garlic panini bread The soups were pretty good too on the days I ordered it would be tomato cream soup and other times lentil They also have some decent baked goods They had cupcakes from Crumbs and this really dense chocolate cake that tasted like ganache Ill definitely be coming back to eat there when I visit and bring my friends along,1
I got really excited when I heard that Perry Street was a more casual Jean George restaurant which is why I was expecting pretty quality food Unfortunately it wasnt very impressive and lucky me I had the pleasure of coming to this belowpar restaurant two days out of the same week by coincidence  DECOR the space is very nice chic and clean SERVICE Im sorry but I feel like the managers and the service people here dont have the highest IQ Our table was missing utensils they would bring bread for two when there were three people and when we asked for the missing bread and utensils they just never came back with it mixed up our drinks and I was quite surprised that the waiter does not know the menu very well  FOOD Not Jean George quality at all no wonder its the lower end version or at least the winter menu was not Definitely dont get the gulf shrimp for lunch or dinner  they were tiny toughtochew shrimp The chicken in some broth was actually surprisingly good and moist The salmon and the chili poached snapper were okay but the snapper didnt have another flavor The lunch time hanger steak is a definite no  the meat was rubbery For dessert the lemon meringuesomething was very good but the chocolate pudding was more like eating mousse the only positive  if you come here for lunch its 24 for two entrees and dessert Overall this is a nice place to try but you can probably get a nicer experience for the price and location No wonder there were so many empty tables at lunch,1
FourthFifth time here Why did I rate it a 3 Because the service is just abnormally slow and not super attentive  And Im all about the quick and attentive service Expect to be here at least 2 hours every time you come and for food to show up at least 30 minutes after you order Food is great especially if you order the right things If you havent tried the brussel sprouts I think our table ordered 34 of them and fought over it haha duckbeef shawarma or lamb chops  do it These are my top few dishes here  I usually hate falafels because I apparently never tried a really good one before but this places falafels were actually yummy this is coming from a diehard meateater The frieeess are garlicy and fried to perfection Hummus with pine nuts is yum and not too grainy There was another smokey version of hummus ordered dont remember what it was called but I really dislike the taste of charrednesscomplete burntfood flavor If youre into eating charburnflavored food get it Hindbeh Dandelion Greens was an interesting salady choice to try out Citrus Trout  was actually pretty good They debone the fish so you dont have to worry when you eat  Grapefruit was bland though  Tried the Dark Chocolate Hazelnut Souffle this time  awesome delectable yumminess in one a bit pricey though  Previous visits Had my favorite dishes but there are a few meats I did not like at all here I would need to go back to my old pictures to figure out which ones they were though I recall they were meat dishes that were pretty dry Dont get the bone marrow  it was WAAAY too SALTY blegh,1
Ok before I get to the good here is the badthe waiting is terrible but the food is the best So call in your order The Israeli salad is awesome but the Greek Salad is bigger and better Their falafel is the best I have ever had I more of a traditional person but have tried the other two flavors and they too are amazing  The falafel platter or the sandwich are my go to items on the menu,1
We went there on a Monday night had two of the driest steaks ever  when I told the waitress about the steaks being dry she sent out the cook who asked us about the steaks being dry and when we confirmed that they were dry he walked away insulted with no apology Anyone could see that we didnt finish the food when I asked the waitress to wrap the leftovers so I could take the steaks home and beat them with a hammer she replied you do what you have to do When I asked for a round of drinks after we got the bill she said that wed have to pay for the round instead of comping us the round of drinks for the steaks being terrible  where are the people skills in this business We spent 100 for steaks that were drier than sand,1
Two wordsVeggie Wings HOORAY So great that this place has a vegetarian option that will be fun to eat during football season I dont see myself craving the wings or anything like that but they are good and a lot of fun to eat for a lifelong vegetarian who has never had the hot sauce all over your fingers experience I also had the grilled corn which I think was really yummy I will be back to try more things on the menu and possibly add some more stars,1
Formerly known as Capri Cafe now called Sole Di Capri Besides the name change everything appears to be the same   Authentic Italian from the first step through the door The space is tiny but never obnoxiously crowded The staff is sweet mostly Italianspeaking and super friendly  Portions are moderately sized and relatively inexpensive The menu has a great selection of pasta all of which are consistently incredible Fresh ingredients and authentic recipes keep me coming back frequently,1
I hadnt been here in years I needed a brunch spot that takes reservations because sometimes you just CANNOT wait to eat with a group of friends The food was great I had the shrimp huevos rancheros I would suggest they add more tomato salsa to the dish The bloody mary was spicy and the pickled tomato a great addition My only complaint is that the place needs to figure out someway to keep customers warm while the front door is being opened every 3 seconds Its a busy place Its the winter I want to be cozy at brunch and not shivering when the front door opens See what you can do about that Jane,1
Amazing pizza and worth the trip if you are ever in Wayne NJ They are part of the big 3 Tonys Neils and Vinnies all of which have great pizza I prefer the specialty pies at Neils but the plain slice at Tonys Their Chicken Vodka pizza is the best specialty slice in the world,1
Nasty clueless staff confused crowd and uncomfortable space With all the lovely French places in New York City this is absolutely not worth the waste of an evening Our party of 2 arrived at 830pm on a Friday and were told we were next in line for a table At 915 we were told 2 minutes We watched another girl angrily explaining to the maitred that she had been waiting for over an hour and of course kept waitingpacked near the doorway with other wouldbe diners and clipped left and right by staff We would have loved to get out of the way for a bit and come back but were told we would have to be physically present to be seated Another woman who arrived after us was wordlessly handed a piece of chalk to put her name on the doorframe At 940 we requested an update and were told literally Tomorrow tomorrow morning I dont know When we requested a timeframe for real we were told An hour Two hours I explained in a normal tone of voice that we had waited an hour already and the maitred acted as if I had attacked him Dont yell at me he cried I wasnt yelling  I explained but the man ignored me turned on his heel and left in an angry huff We were finally seated at around 1015 hungry and miserable after what felt like a hostile interaction After we had placed our order a second waiter arrived and asked if we needed menus No thanks we said We quickly polished off our glasses of rose and two tiny plates each At around 1115 we ordered 1 slice of tarte tatin to split for dessert from a 3rd waiter who had been lingering by us for a while with a whole tarte in his hands he actually came back and asked us Have you made your decision re tarte Then after 20 minutes of waiting for the slice our original waiter asked if we were ok We explained about the tarte and our waiter blamed us for asking the wrong waiter telling us he would bring the dessert in just a second At this point we had spent so many hours in the restaurant we decided to pass on dessert and asked him for the check It took another 15 minutes to get even that from yet another waiter I have never wanted so badly to just get up and leave a restaurant We did not make it out of there until after midnight,0
The service is why I give this place one star The service is constantly horrible The waitresses dont care about your needs and wants Asked for my steak cooked well and eggs cooked softeasy Steak came back raw and eggs were rubber they were cooked so well Waitress never came back to check on us The bus boys are always amazing though The orange juice is amazing and why we go back But this past time was the last Better Latin restaurants have opened up in the area do yourself the favor and go there,0
Its good I like,1
Great steaming bowls of pho The broth is delicious very umami  not sure if Im using it correctly I like to add a side of sauteed chinese broccoli My suggestion would be to stay away from the bun mi noodles which are less flavorful and seem to be a slight oversight relative to their pho The service is really efficient and very quick,1
Get and got the Cubano grilled corn plantains and homemade lime lemonade Also tried the fish burrito and quesotomatoavocado sandwich compliments of JJ We ate it outside the togo area because the wait was 2 hours Jenn thanks sis for planning this one  splitting the Cubano sandwich Wing it tastes the same as Habana Outpost except with more things Jimmy where are the pictures Enjoy karaoke Jennifer tell Jimmy to send me the pics will ya Thanks Sandy wasnt it all yummy Wolverine Karen  Dickson what next cheap drinks after dinner Note to restaurant owners When do you have deals on your 8 frozen mojitos,1
Their brunch many is ok Apparently their menu has printing errors so it misleads what the dish is really about Service is slow,1
Wow This was one of the most ridiculous restaurant experiences of my life I was pretty hungry and walking by with my lady so I stopped in since I had heard good things about the restaurant I should have known something was weird from the way they insisted on taking my coat off for me We ordered guacamole arepas empanadas oxtail and I forgot the main course because we didnt stay for it    The guacamole came a sad olive green clearly made during daytime prep and kept out in air during service Avocados oxidize quickly so I wasnt worried about it being rotten but no one wants to eat stuff that doesnt look fresh    After a confusing interval the oxtail dish came out Now I love oxtail and went eagerly poking around the plate to grab a piece of the most deliciously gelatinous meat on the cow I pulled out a strip of meat Strip I thought oxtail doesnt come in strips Oxtail is the meat that rings the vertebrae in a cows tail There just isnt any way a strip can come off that part of the animal I pointed this out to the waitress She took the piece of meat to the kitchen came back without it and told me that the chef had told her it was in fact oxtail I told her that it was impossible for that to be oxtail She asked me to tell the manager       The manager a strange man with hair seemingly painted on his head comes over and asks if there is a problem I start to tell him about the mystery meat and he cuts me off and says You dont like the oxtail Thats okay its an acquired taste No problem What else would you like I tell him that it wasnt oxtail in the dish and he says he eats the oxtail dish three times a week and loves it I explained to him that I had worked for many years in professional kitchens and had prepared oxtail in several different restaurants and that there was no way that the meat in the dish was oxtail He takes the plate back to the kitchen comes back to the table and says You know when I looked at that in the light I agree with you thats not oxtail   He offers to pack up the two sad looking apps that came in the interim so I can take them to go and comp the whole meal I left a tip for the server and got out before me and my lady ended up as oxtail   Here is the moral Dont treat your customers like idiots Sometimes they arent Sometimes you cant pass off mystery meat as oxtail Sometimes the best course of action is to say I am sorry we ran out and subbed some supermarket skirt steak for it We were hoping no one would notice The only thing they did right was not make me pay for it I left and laughed for blocks just amazed at the stones these people had serving me a dish that didnt have the promised ingredients in it then trying to repeatedly convince me that it was something it wasnt Hilarious,1
Their friend fish Excellent tasty and fresh And their portions are really large While the lobster bisque was very flavorful it definitely lacked what I would consider a decent amount of lobster But overall for the price I felt the quality and quantity was very good,1
My girlfriend NEEDED to have a salad and we were already nearby so I decided to try this place out I got the coconut curry tofu stir fry and she got a salad Portions were generous and both tasted great I really like the ordering process and customization The experience was enough for me to be like Yeah Im definitely going to be back to try out more things on the menu,1
Great price on dumplings if you want to get full without spending too much money The fried pork and chive dumplings are tasty Theyre not my favorite but theyre cheap I even bought the frozen pack of 50 to take home and cook on nights when I dont really have time to cook Its definitely a bargain,1
The crab soup dumplings here are better than at Joes ginger pretty good pho too Has enough seating for a comfortable casual meal with friends,1
Sadly I found this place my last week in BK  I hate moving back to the city and eating here just made it worse The falafel with stuffed artichoke is an awesome falafel rendition Great eggplant to go with it THe hash browns are awesome even though they charge for extra sauce i respect the hustle And come on green eggs an lamb Best name since some genius came up with Chairman Bao LOL,1
Everything about this place was just okay Nothing terrible but Im really not sure why everyones raving about how great this place is  The only thing that was above average was the waitstaff who were friendly and responsive We were seated all the way in the back dining room which was good bc we could actually hear each other over the din of the main bar area which gets loud However to note they have really horrible overhead lighting back there that doesnt do anyone  incl the food  any favors  That said the food itself was just ok Im guessing we mustve ordered the wrong items bc I just wasnt impressed at all Salads were just fair  your basic salads I had the caesar  my friend had the Tavern  neither of us were wowed Crab cakes were the tastiest item of the lot  two nicelysized and meaty cakes The pickled vegs were forgettable I dont think they were marinated long enough  they were just veggies in vinegar without spices or flavor  dont bother ordering and the fried artichoke hearts were ok  also forgetable and underseasoned  The strangest part of the dining experience was my drink I ordered a stoli vodka martini with a twist and after awhile once it warmed up  glass wasnt chilled I noticed it had a distinct smell  strange taste to it I still cant figure out what it was  my friend thought it was tequila but I thought it smelled like a hot pepper but without the spicy flavor The server agreed and said it smelled like one of their pickeled items that the bar uses I cant remember which now but couldnt figure out how it wouldve wound up in my glass She asked me if I wanted to order another drink but I didnt bother Overall meh,1
To me I got a very unclean vibe even though they use plastic plates and forks The tables just reek of dirty rags Food on the other hand was quite interesting I sat in a spot where it overlooks the kitchen and the chef was there at it pulling the noodles Quite entertaining seeing a block of noodle turn into delicate strands of noodle The noodle soups were great you can really taste the al dente and fresh noodles Im not too sure about their appetizers like dumplings or seaweed If youre around the neighborhood definitely come try their hand pulled noodles,1
This place rocks I came in for brunch with my bf and we ended up very happy Carlos  bartender took great care of us He is super nice and he makes awesome cocktails Food is tasty especially the pastry basket I really recommend this place,1
I tried Posto after reading the great reviews and left disappointed The plus of all this is that the pizza was good That was the only plus however The service was subpar After being seated and handed a menu by the host I waited 20 minutes for a waitress to show up at my table To make matters worse I watched her service two other parties who came in well after me before deciding to come over to my table Given that I had been sitting there for 20 minutes waiting for service I already knew what I wanted and placed my order immediately soup and a pizza After another 15 minutes the waitress finally returned to tell me that they were out of the soup Its soup Nothing complex here It shouldnt take 15 minutes to serve a bowl of soup let alone check to see that you actually have said soup At that point I opted just to eat my pizza which was tiny and leave still hungry Needless to say I didnt leave much of a tip which is very atypical for me,1
Barbecue spots can be very hit or miss Dinosaur Barbecue is definitely a HIT So lets talk food The ribs  YES PLEASE fall off the bone tender yummy goodness No extra slathering of sauce needed unless of course your a saucy kind of person The wings  OHHHHH YESSSSS the Hoisin sesame  WINNER The Honey BBQ  pretty darn good I tried the wango tango sauce in the jar from the store and wasnt a fan so I didnt bother to try the wings from Dino I will be back to try the other wing flavors you can bet your bottom dollar on that The sides  Heres where it can get a little miss The greens while they arent your grandmas down home southern greens they had good flavor Not a fan of the mac  cheese It was okay but nothing to sing praises about  I wouldnt order them again The fried rice was surprisingly good The mashed potatoes were okay All in all  I have all highfives  praises for Dino BBQ FYI if you are looking for intimacy or its a first date and conversation is importantdo NOT go there when football is on  especially a GiantsJets game LOUD,1
This place is amazing They have fresh food made daily for the price and speed of fast food How do they do it Im vegetarian and their veggie udon noodles are superb Their veggie burger is also unlike any other burger Ive ever had  truly a delight If you go for their sushi menu keep in mind their portions are rather large so you probably only need one roll here The spicy sauce that comes with the spicy cucumbers is delicious  but keep in mind this is pretty much just cucumbers and a dipping sauce so kindof not worth it Overall if you work or live in Chelsea and havent been to Kobeyaki yet  whats stopping you,1
I should probably say I really  really wanted to love this place had such high hopes for a super close reasonable fun Mexican restaurant Food was fine Thats it just fine Guacamole was extremely plentiful for a small size but you can tell it is not made to order My next observation I really hope the restaurant sees I got a margarita and when I received it there was salt on about 14 of the glass I kid you not It was not busy and there was no reason to not give an extra swirl to salt the whole glass Stuffed chicken breast was a large piece of chicken but seriously why even advertise the cream cheese and jalapeno It was minuscule highly disappointed as that was the reason I got the dish Tacos carne asada were good Service was fantastic absolutely lived the decor Overall I give it a even 5 out if 10 if only it had more cream cheesejalapeos and an actual salted glass I would have bumped it to a 7 and go back for more,1
After surviving vendor after vendor we finally found a resting spot it is rather hippy dippy do many vegan and gluten free cookiestreats Me and the hubs had the Gleaner OMG please do your tastebuds a favor and check this place out,0
The food at Stephanies was terrific My fiance and I went there last week for dinner and our meals were hot and tasty We had the fiocci and chicken marsalaThe decor is newly designed and has an old world charm of rustic Italy the owner even came by and asked us how our meal was All in all the service was great and the food even better This is a great little italian spot we found we will definitely be back again next week,0
Ive been there so many times but what happened last Friday made me decide I will never go there ever again We ordered a seafood pizza which I had before and really liked But this time the pizza was way too salty non of us can take a second piece As soon as I told the waiter he gave us a lecture on how seafood is supposed to be salty and it made me feel like a complete idiot by ordering the wrong pizza Even though they offered a discount in the end I dont think Ill ever go again The attitude is beyond imagination,1
My friend brought me here the first time was great with a group of folks because we sat at the only table available  it was communal Really small place We had to walk past people sitting at the bar AND people sitting at the walls who were waiting Literally touching everyone as we walk by them We had oysters octopus salad great mozzarella with prosciutto lobster ravioli and our own personal pastas I only really liked the octopus salad and prosciutto the appetizers didnt think the pastas were anything to shout about though Ive had much better pastas elsewhere The noise level was very loud though but I didnt care because the 5 of us contributed to the noise level too I liked the appetizers enough to go back a 2nd time this time with my bf However we were seated next to a very rowdy group of people and they were shouting and trying to talk over each other and us so we could hardly hear each other from across the communal table Also this time I realised that the servings were very small for the 915 price tag per plate Our bill totalled 100 for 5 plates and 2 glasses of wine The lasagna was only 4 mouthfuls That was alot of money for not so great pasta but excellent apps I think I probably wouldnt be going back there again in a while,1
Small place with a lot of character My boyfriend and I stopped by around 6pm on a weekday and were seated immediately The main portion of their menu is burgers My boyfriend and I split both the Alamo fried egg sweet onion rings bbq sauce pepperjack cheese and the Good Ol Boy cheddar cheese bacon sauted mushrooms The burgers were huge however I felt that all the toppings kind of got lost in the burger They didnt add much to the meal The meat itself was VERY juicy and cooked perfectly I almost wish I got a plain ol burger here Fries were good Burgers are pricey at around 15 Very expensive especially for the area,1
I loved their Japanese Katsu fried pork chop with curry on rice Their sauce is not spicy at all but full with favorite and Its only 12 bucks I try their mix drink with peach it was really tasty too I think its a great place if you want to get a quick dinner for cheap by mid town,1
This bar was just okay The drinks were great as was the venue but the people who came to the bar were weirdos My best friend and I came on a Saturday night hoping to find some cute guys or fun people to talk towe found NEITHER Needless to say we only stayed about 20 minutes Wont be back any time soon,1
De Mole is HANDS DOWN my FAVORITE restaurant of all time I rarely write reviews but I am feeling emotional today since we are moving out of the neighborhood next month and I wont be able to order takeout from this fabulous place anymore Everything about this restaurant is wonderful  amazing food great service nice ambiance and very affordable The past year this place has been a lifesaver for me since I have a 12 month old that is a picky eater but she LOVES the guacamole and black beans from this restaurant What will we do when we move Boo hoo Anyway I highly recommend this place to anyone who loves authentic Mexican cuisine We will be coming back occasionally for sure Thank you De Mole xx,1
Worth the wait though I opted for takeout The heroes take longer to make than the other dishes You really cant go wrong with any combination of meats or sauces everything is very flavorful,1
The service was amazing Food was beyond amazing I had a burrata mozzarella cheese with avocadotomato It was soft and so good And I also had Tordelli Bolognese which was rich and flavorful I recommend this place but just let you know it is lil pricy place,1
The review here say it all mostly For an Italian place I would expect better espresso though,1
Now that Miss Rachel opened up her cafe I couldnt be more thrilled This place is adorable Even though her BBQ sandwich has always been my favorite recently Ive been addicted to her tofu scrambler platter It comes with a big biscuit potatoes and fruit Its the perfect way to start off a weekend morning And everything is priced right Im so sick of paying extra for seitan and tofu options Brunch for 2 for 20 Awesome Tip Its BYOB,1
The Chef Gila makes it feel as if you are home eating a home cooked meal The food is authentic seasoned well and are complemented by the natural drinks and teas prepared while you wait The tahini is homemade and her version of French Toast is insanely good A must try,0
Superb selection of food Six plates are great for two people You MUST try the infamous bacon doughnuts I believe the menu is seasonal so what is on their website may not reflect what they are currently serving at least in my case I should have ordered everything on the menu because the chef has a way of incorporating unconventional ingredients ie StrawberryCinnamon Baby Back Ribs that send your taste buds on a journey,1
Mmmm mmm mmm Delicious and cozy atmosphere Ive been here for regular dinner and for the special chefs tasting menu Its always been wonderful The garden is very romantic as there is only 1 table and its just for 2 You probably have to arrive early to get it The tasting menu was so good we ate and drank for 3 straight hours and the chef spoke with us frequently explaining what he was preparing where the meats were from and how the beer you can also do a wine pairing cpmlimented the particular dish I cant wait to go back,1
First time here dining in lovely and quaint Old Wethersfield and I feel lucky to have stopped in here Very nice spot great old wood interior and very decent outside dining space We ate outside on a great autumn day The noise in low and the owners are savvy enough to play the music low enough to hear and not to interrupt conversation The Caesar salad came with diced tomatoes and capers that may be mentioned in the menu and the dressing is fabulous The burgers and generous and cooked to perfection I was very impressed You may know how it is when you crave a burger and it comes out perfect We also have the calamari appetizer which was fantastic with hot peppers Its my favorite way to have it and again I was not disappointment I would absolutely come back here and would look forward to trying it for dinner some time,1
Props for being out there in freezing weather This place is like an institution Been 3 years since I last came Now I have a kid Feels a little soup Naziish but didnt have any probs the 10 big daddy was Delish They didnt skimp on the meat I have been cutting down on rice as Ive been getting overly sleepy on it Whatever you do do NOT park at C town There are signs and its not fair to the people shopping there Anyways got that over yellow rice with red and white sauce My little one loved it too without the red of course The other people after me were lackadaisical about where to stand in line and order The big dude taking orders was NOT cool w that Also pay the guy at the end on the right near the passengers window Was just as good as I remembered it Plus it is right by the Xmas tree and wreath sellers so it was kinda nice The wreaths are 1520 BTW,1
Bianca is a great little find Its tiny but you never feel cramped or overwhelmed I went on a Saturday night at about 8 and only waited for about 20 minutes The decorations are really cuteyou sort of feel like youre sitting at your aunts nicely decorated home The food was also very good I got the tagliolini dish with clams mussels and shrimp My friend got the gnocchi which looked delicious Ill definitely be back here sometime soon,1
